file,key,english_text
t_buddies.php,action.confirm_delete_buddy,"Do you really want to delete your buddy"
t_buddies.php,action.add_as_buddy,"Add as buddy"
t_buddies.php,action.ignore_player,"Are you sure you want to ignore"
t_buddies.php,action.remove_from_ignore,"Remove from ignore list"
t_buddies.php,action.report_message,"Report this message to a game operator?"
t_buddies.php,table.id,ID
t_buddies.php,table.points,Points
t_buddies.php,table.rank,Rank
t_buddies.php,table.coords,Coords
t_buddies.php,common.yes,yes
t_buddies.php,common.no,No
t_buddies.php,common.caution,Caution
t_external.php,browser_warning.title,"Your browser is not up to date."
t_external.php,browser_warning.desc1,"Your Internet Explorer version does not correspond to the existing standards and is not supported by this website anymore."
t_external.php,browser_warning.desc2,"To use this website please update your web browser to a current version or use another web browser. If you are already using the latest version, please reload the page to display it properly."
t_external.php,browser_warning.desc3,"Here's a list of the most popular browsers. Click on one of the symbols to get to the download page:"
t_external.php,login.page_title,"OGame - Conquer the universe"
t_external.php,login.btn,Login
t_external.php,login.email_label,"Email address:"
t_external.php,login.password_label,Password:
t_external.php,login.universe_label,Universe:
t_external.php,login.universe_option_1,"1. Universe"
t_external.php,login.submit,"Log in"
t_external.php,login.forgot_password,"Forgot your password?"
t_external.php,login.forgot_email,"Forgot your email address?"
t_external.php,login.terms_accept_html,"With the login I accept the <a class="""" href=""#"" target=""_blank"" title=""T&amp;Cs"">T&amp;Cs</a>"
t_external.php,register.play_free,"PLAY FOR FREE!"
t_external.php,register.email_label,"Email address:"
t_external.php,register.password_label,Password:
t_external.php,register.universe_label,Universe:
t_external.php,register.distinctions,Distinctions
t_external.php,register.terms_html,"Our <a class="""" target=""_blank"" href=""#"" title=""T&amp;Cs""> T&amp;Cs </a> and <a class="""" target=""_blank"" href=""#"" title=""Privacy Policy""> Privacy Policy </a> apply in the game"
t_external.php,register.submit,Register
t_external.php,nav.home,Home
t_external.php,nav.about,"About OGame"
t_external.php,nav.media,Media
t_external.php,nav.wiki,Wiki
t_external.php,home.title,"OGame - Conquer the universe"
t_external.php,home.description_html,"<em>OGame</em> is a strategy game set in space, with thousands of players from across the world competing at the same time. You only need a regular web browser to play."
t_external.php,home.board_btn,Board
t_external.php,home.trailer_title,Trailer
t_external.php,footer.privacy_policy,"Privacy Policy"
t_external.php,footer.terms,T&Cs
t_external.php,footer.contact,Contact
t_external.php,footer.copyright,"© OGameX. All rights reserved."
t_external.php,js.login,Login
t_external.php,js.close,Close
t_external.php,js.age_check_failed,"We are sorry, but you are not eligible to register. Please see our T&C for more information."
t_external.php,validation.required,"This field is required"
t_external.php,validation.make_decision,"Make a decision"
t_external.php,validation.accept_terms,"You must accept the T&Cs."
t_external.php,validation.length,"Between 3 and 20 characters allowed."
t_external.php,validation.pw_length,"Between 4 and 20 characters allowed."
t_external.php,validation.email,"You need to enter a valid email address!"
t_external.php,validation.invalid_chars,"Contains invalid characters."
t_external.php,validation.no_begin_end_underscore,"Your name may not start or end with an underscore."
t_external.php,validation.no_begin_end_whitespace,"Your name may not start or end with a space."
t_external.php,validation.max_three_underscores,"Your name may not contain more than 3 underscores in total."
t_external.php,validation.max_three_whitespaces,"Your name may not include more than 3 spaces in total."
t_external.php,validation.no_consecutive_underscores,"You may not use two or more underscores one after the other."
t_external.php,validation.no_consecutive_whitespaces,"You may not use two or more spaces one after the other."
t_external.php,validation.username_available,"This username is available."
t_external.php,validation.username_loading,"Please wait, loading..."
t_external.php,validation.username_taken,"This username is not available anymore."
t_external.php,validation.only_letters,"Use characters only."
t_external.php,universe_characteristics.fleet_speed,"Fleet Speed: the higher the value, the less time you have left to react to an attack."
t_external.php,universe_characteristics.economy_speed,"Economy Speed: the higher the value, the faster constructions and research will be completed and resources gathered."
t_external.php,universe_characteristics.debris_ships,"Some of the ships destroyed in battle will enter the debris field."
t_external.php,universe_characteristics.debris_defence,"Some of the defensive structures destroyed in battle will enter the debris field."
t_external.php,universe_characteristics.dark_matter_gift,"You will receive Dark Matter as a reward for confirming your email address."
t_external.php,universe_characteristics.aks_on,"Alliance battle system activated"
t_external.php,universe_characteristics.planet_fields,"The maximum amount of building slots has been increased."
t_external.php,universe_characteristics.wreckfield,"Space Dock activated: some destroyed ships can be restored using the Space Dock."
t_external.php,universe_characteristics.universe_big,"Amount of Galaxies in the Universe"
t_facilities.php,space_dock.description,"Wreckages can be repaired in the Space Dock."
t_facilities.php,space_dock.description_long,"The Space Dock offers the possibility to repair ships destroyed in battle which left behind wreckage. The repair time takes a maximum of 12 hours, but it takes at least 30 minutes until the ships can be put back into service.

Since the Space Dock floats in orbit, it does not require a planet field."
t_facilities.php,space_dock.requirements,"Requires Shipyard level 2"
t_facilities.php,space_dock.field_consumption,"Does not consume planet fields (floats in orbit)"
t_facilities.php,space_dock.wreck_field_section,"Wreck Field"
t_facilities.php,space_dock.no_wreck_field,"No wreck field available at this location."
t_facilities.php,space_dock.wreck_field_info,"A wreck field is available containing ships that can be repaired."
t_facilities.php,space_dock.ships_available,"Ships available for repair: {count}"
t_facilities.php,space_dock.repair_capacity,"Repair capacity based on Space Dock level {level}"
t_facilities.php,space_dock.start_repair,"Start repairing wreck field"
t_facilities.php,space_dock.repair_in_progress,"Repairs in progress"
t_facilities.php,space_dock.repair_completed,"Repairs completed"
t_facilities.php,space_dock.deploy_ships,"Deploy repaired ships"
t_facilities.php,space_dock.burn_wreck_field,"Burn wreck field"
t_facilities.php,space_dock.repair_time,"Estimated repair time: {time}"
t_facilities.php,space_dock.repair_progress,"Repair progress: {progress}%"
t_facilities.php,space_dock.completion_time,"Completion: {time}"
t_facilities.php,space_dock.auto_deploy_warning,"Ships will be automatically deployed {hours} hours after repair completion if not manually deployed."
t_facilities.php,space_dock.level_effects.repair_speed,"Repair speed increased by {bonus}%"
t_facilities.php,space_dock.level_effects.capacity_increase,"Maximum repairable ships increased"
t_facilities.php,space_dock.status.no_dock,"Space Dock required to repair wreck fields"
t_facilities.php,space_dock.status.level_too_low,"Space Dock level 1 required to repair wreck fields"
t_facilities.php,space_dock.status.no_wreck_field,"No wreck field available"
t_facilities.php,space_dock.status.repairing,"Currently repairing wreck field"
t_facilities.php,space_dock.status.ready_to_deploy,"Repairs completed, ships ready for deployment"
t_facilities.php,actions.build,Build
t_facilities.php,actions.upgrade,"Upgrade to level {level}"
t_facilities.php,actions.downgrade,"Downgrade to level {level}"
t_facilities.php,actions.demolish,Demolish
t_facilities.php,actions.cancel,Cancel
t_facilities.php,requirements.met,"Requirements met"
t_facilities.php,requirements.not_met,"Requirements not met"
t_facilities.php,requirements.research,"Research: {requirement}"
t_facilities.php,requirements.building,"Building: {requirement} level {level}"
t_facilities.php,cost.metal,"Metal: {amount}"
t_facilities.php,cost.crystal,"Crystal: {amount}"
t_facilities.php,cost.deuterium,"Deuterium: {amount}"
t_facilities.php,cost.energy,"Energy: {amount}"
t_facilities.php,cost.dark_matter,"Dark Matter: {amount}"
t_facilities.php,cost.total,"Total cost: {amount}"
t_facilities.php,construction_time,"Construction time: {time}"
t_facilities.php,upgrade_time,"Upgrade time: {time}"
t_galaxy.php,planet.description.nearest,"Due to the proximity to sun, collection of solar energy is highly efficient. However, planets in this position tend to be small and provide only small amounts of deuterium."
t_galaxy.php,planet.description.normal,"Normally, in this Position, there are balanced planets with sufficient sources of deuterium, a good supply of solar energy and enough room for development."
t_galaxy.php,planet.description.biggest,"Generally the biggest planets of the solar system lie in this position. Sun provides enough energy and sufficient deuterium sources can be anticipated."
t_galaxy.php,planet.description.farthest,"Due to the vast distance to the sun, collection of solar energy is limited. However these planets usually provide significant sources of deuterium."
t_galaxy.php,mission.colonize.name,Colonize
t_galaxy.php,mission.colonize.no_ship,"It is not possible to colonize a planet without a colony ship."
t_galaxy.php,discovery.locked,"You haven't unlocked the research to discover new lifeforms yet."
t_ingame.php,overview.diameter,Diameter
t_ingame.php,overview.temperature,Temperature
t_ingame.php,overview.position,Position
t_ingame.php,overview.points,Points
t_ingame.php,overview.honour_points,"Honour points"
t_ingame.php,overview.score_place,Place
t_ingame.php,overview.score_of,of
t_ingame.php,overview.switch_to_moon,"Switch to moon"
t_ingame.php,overview.switch_to_planet,"Switch to planet"
t_ingame.php,overview.abandon_rename_modal,"Abandon/Rename :planet_name"
t_ingame.php,overview.homeworld,Homeworld
t_ingame.php,overview.colony,Colony
t_ingame.php,planet_move.resettle_title,"Resettle Planet"
t_ingame.php,planet_move.cancel_confirm,"Are you sure that you wish to cancel this planet relocation? The reserved position will be released."
t_ingame.php,planet_move.cancel_success,"The planet relocation was successfully cancelled."
t_ingame.php,planet_move.blockers_title,"The following things are currently standing in the way of your planet relocation:"
t_ingame.php,planet_move.no_blockers,"Nothing can get in the way of the planet's planned relocation now."
t_ingame.php,planet_move.cooldown_title,"Time until next possible relocation"
t_ingame.php,planet_move.to_galaxy,"To galaxy"
t_ingame.php,planet_move.cancel,cancel
t_ingame.php,planet_move.explanation,"The relocation allows you to move your planets to another position in a distant system of your choosing.<br /><br />The actual relocation first takes place 24 hours after activation. In this time, you can use your planets as normal. A countdown shows you how much time remains prior to the relocation.<br /><br />Once the countdown has run down and the planet is to be moved, none of your fleets that are stationed there can be active. At this time, there should also be nothing in construction, nothing being repaired and nothing researched. If there is a construction task, a repair task or a fleet still active upon the countdown's expiry, the relocation will be cancelled.<br /><br />If the relocation is successful, you will be charged 240.000 Dark Matter. The planets, the buildings and the stored resources including moon will be moved immediately. Your fleets travel to the new coordinates automatically with the speed of the slowest ship. The jump gate to a relocated moon is deactivated for 24 hours."
t_ingame.php,planet_move.err_position_not_empty,"The target position is not empty."
t_ingame.php,planet_move.err_already_in_progress,"A planet relocation is already in progress."
t_ingame.php,planet_move.err_on_cooldown,"Relocation is on cooldown. Please wait before relocating again."
t_ingame.php,planet_move.err_insufficient_dm,"Insufficient Dark Matter. You need :amount DM."
t_ingame.php,planet_move.err_buildings_in_progress,"Cannot relocate while buildings are being constructed."
t_ingame.php,planet_move.err_research_in_progress,"Cannot relocate while research is in progress."
t_ingame.php,planet_move.err_units_in_progress,"Cannot relocate while units are being built."
t_ingame.php,planet_move.err_fleets_active,"Cannot relocate while fleet missions are active."
t_ingame.php,planet_move.err_no_active_relocation,"No active planet relocation found."
t_ingame.php,shared.caution,Caution
t_ingame.php,shared.yes,yes
t_ingame.php,shared.no,No
t_ingame.php,shared.error,Error
t_ingame.php,shared.dark_matter,"Dark Matter"
t_ingame.php,shared.duration,Duration
t_ingame.php,shared.error_occurred,"An error occurred."
t_ingame.php,shared.level,Level
t_ingame.php,shared.ok,OK
t_ingame.php,buildings.under_construction,"Under construction"
t_ingame.php,buildings.vacation_mode_error,"Error, player is in vacation mode"
t_ingame.php,buildings.requirements_not_met,"Requirements are not met!"
t_ingame.php,buildings.wrong_class,"Wrong character class!"
t_ingame.php,buildings.no_moon_building,"You can't construct that building on a moon!"
t_ingame.php,buildings.not_enough_resources,"Not enough resources!"
t_ingame.php,buildings.queue_full,"Queue is full"
t_ingame.php,buildings.not_enough_fields,"Not enough fields!"
t_ingame.php,buildings.shipyard_busy,"The shipyard is still busy"
t_ingame.php,buildings.research_in_progress,"Research is currently being carried out!"
t_ingame.php,buildings.research_lab_expanding,"Research Lab is being expanded."
t_ingame.php,buildings.shipyard_upgrading,"Shipyard is being upgraded."
t_ingame.php,buildings.nanite_upgrading,"Nanite Factory is being upgraded."
t_ingame.php,buildings.max_amount_reached,"Maximum number reached!"
t_ingame.php,buildings.expand_button,"Expand :title on level :level"
t_ingame.php,buildings.loca_notice,Reference
t_ingame.php,buildings.loca_demolish,"Really downgrade TECHNOLOGY_NAME by one level?"
t_ingame.php,buildings.loca_lifeform_cap,"One or more associated bonuses is already maxed out. Do you want to continue construction anyway?"
t_ingame.php,buildings.last_inquiry_error,"Your last action could not be processed. Please try again."
t_ingame.php,buildings.planet_move_warning,"Caution! This mission may still be running once the relocation period starts and if this is the case, the process will be canceled. Do you really want to continue with this job?"
t_ingame.php,buildings.building_started,"Building started successfully."
t_ingame.php,buildings.invalid_token,"Invalid token."
t_ingame.php,buildings.downgrade_started,"Building downgrade started."
t_ingame.php,buildings.construction_canceled,"Building construction canceled."
t_ingame.php,buildings.added_to_queue,"Added to build order."
t_ingame.php,buildings.invalid_queue_item,"Invalid queue item ID"
t_ingame.php,facilities_page.use_jump_gate,"Use Jump Gate"
t_ingame.php,facilities_page.burn_confirm,"Are you sure you want to burn up this wreck field? This action cannot be undone."
t_ingame.php,shipyard_page.battleships,Battleships
t_ingame.php,shipyard_page.no_units_idle,"No units are currently being built."
t_ingame.php,shipyard_page.no_units_idle_tooltip,"Click to go to the Shipyard."
t_ingame.php,shipyard_page.to_shipyard,"Go to Shipyard"
t_ingame.php,defense_page.page_title,Defense
t_ingame.php,resource_settings.production_factor,"Production factor"
t_ingame.php,resource_settings.level,Level
t_ingame.php,resource_settings.number,Number:
t_ingame.php,resource_settings.mine_production,"mine production"
t_ingame.php,resource_settings.energy_production,"energy production"
t_ingame.php,resource_settings.character_class,"Character Class"
t_ingame.php,resource_settings.total_per_day,"Total per day"
t_ingame.php,facilities_destroy.silo_description,"Missile silos are used to construct, store and launch interplanetary and anti-ballistic missiles. With each level of the silo, five interplanetary missiles or ten anti-ballistic missiles can be stored. One Interplanetary missile uses the same space as two Anti-Ballistic missiles. Storage of both Interplanetary missiles and Anti-Ballistic missiles in the same silo is allowed."
t_ingame.php,facilities_destroy.silo_capacity,"A missile silo on level :level can hold :ipm interplanetary missiles or :abm anti-ballistic missiles."
t_ingame.php,facilities_destroy.type,Type
t_ingame.php,facilities_destroy.number,Number
t_ingame.php,facilities_destroy.tear_down,"tear down"
t_ingame.php,facilities_destroy.proceed,Proceed
t_ingame.php,facilities_destroy.enter_minimum,"Please enter at least one missile to destroy"
t_ingame.php,facilities_destroy.not_enough_abm,"You do not have that many Anti-Ballistic Missiles"
t_ingame.php,facilities_destroy.not_enough_ipm,"You do not have that many Interplanetary Missiles"
t_ingame.php,facilities_destroy.destroyed_success,"Missiles destroyed successfully"
t_ingame.php,facilities_destroy.destroy_failed,"Failed to destroy missiles"
t_ingame.php,facilities_destroy.error,"An error occurred. Please try again."
t_ingame.php,fleet.dispatch_1_title,"Fleet Dispatch I"
t_ingame.php,fleet.dispatch_2_title,"Fleet Dispatch II"
t_ingame.php,fleet.dispatch_3_title,"Fleet Dispatch III"
t_ingame.php,fleet.to_movement,"To fleet movement"
t_ingame.php,fleet.expeditions,Expeditions
t_ingame.php,fleet.reload,Reload
t_ingame.php,fleet.clock,Clock
t_ingame.php,fleet.never,Never
t_ingame.php,fleet.no_free_slots,"No fleet slots available"
t_ingame.php,fleet.market_slots,Offers
t_ingame.php,fleet.tooltip_market_slots,"Used/Total trading fleets"
t_ingame.php,fleet.fleet_dispatch,"Fleet dispatch"
t_ingame.php,fleet.no_ships,"There are no ships on this planet."
t_ingame.php,fleet.in_combat,"The fleet is currently in combat."
t_ingame.php,fleet.vacation_error,"No fleets can be sent from vacation mode!"
t_ingame.php,fleet.not_enough_deuterium,"Not enough deuterium!"
t_ingame.php,fleet.no_target,"You have to select a valid target."
t_ingame.php,fleet.cannot_send_to_target,"Fleets can not be sent to this target."
t_ingame.php,fleet.mission_label,Mission
t_ingame.php,fleet.target_label,Target
t_ingame.php,fleet.player_name_label,"Player's Name"
t_ingame.php,fleet.no_selection,"Nothing has been selected"
t_ingame.php,fleet.no_mission_selected,"No mission selected!"
t_ingame.php,fleet.standard_fleets,"Standard fleets"
t_ingame.php,fleet.edit_standard_fleets,"Edit standard fleets"
t_ingame.php,fleet.select_all_ships,"Select all ships"
t_ingame.php,fleet.reset_choice,"Reset choice"
t_ingame.php,fleet.api_data,"This data can be entered into a compatible combat simulator:"
t_ingame.php,fleet.tactical_retreat,"Tactical retreat"
t_ingame.php,fleet.continue,Continue
t_ingame.php,fleet.origin,Origin
t_ingame.php,fleet.destination,Destination
t_ingame.php,fleet.debris_field,"Debris field"
t_ingame.php,fleet.shortcuts,Shortcuts
t_ingame.php,fleet.combat_forces,"Combat forces"
t_ingame.php,fleet.player_label,Player
t_ingame.php,fleet.player_name,"Player's Name"
t_ingame.php,fleet.select_mission,"Select mission for target"
t_ingame.php,fleet.bashing_disabled,"Attack missions have been deactivated as a result of too many attacks on the target."
t_ingame.php,fleet.desc_attack,"Attacks the fleet and defense of your opponent."
t_ingame.php,fleet.desc_acs_attack,"Honourable battles can become dishonourable battles if strong players enter through ACS. The attacker's sum of total military points in comparison to the defender's sum of total military points is the decisive factor here."
t_ingame.php,fleet.desc_transport,"Transports your resources to other planets."
t_ingame.php,fleet.desc_deploy,"Sends your fleet permanently to another planet of your empire."
t_ingame.php,fleet.desc_acs_defend,"Defend the planet of your team-mate."
t_ingame.php,fleet.desc_espionage,"Spy the worlds of foreign emperors."
t_ingame.php,fleet.desc_colonise,"Colonizes a new planet."
t_ingame.php,fleet.desc_recycle,"Send your recyclers to a debris field to collect the resources floating around there."
t_ingame.php,fleet.desc_destroy_moon,"Destroys the moon of your enemy."
t_ingame.php,fleet.desc_expedition,"Send your ships to the furthest reaches of space to complete exciting quests."
t_ingame.php,fleet.fleet_union,"Fleet union"
t_ingame.php,fleet.union_created,"Fleet union created successfully."
t_ingame.php,fleet.union_edited,"Fleet union successfully edited."
t_ingame.php,fleet.err_union_max_fleets,"A maximum of 16 fleets can attack."
t_ingame.php,fleet.err_union_max_players,"A maximum of 5 players can attack."
t_ingame.php,fleet.err_union_too_slow,"You are too slow to join this fleet."
t_ingame.php,fleet.err_union_target_mismatch,"Your fleet must target the same location as the fleet union."
t_ingame.php,fleet.union_name,"Union name"
t_ingame.php,fleet.buddy_list,"Buddy list"
t_ingame.php,fleet.buddy_list_loading,Loading...
t_ingame.php,fleet.buddy_list_empty,"No buddies available"
t_ingame.php,fleet.buddy_list_error,"Failed to load buddies"
t_ingame.php,fleet.search_user,"Search user"
t_ingame.php,fleet.union_user,"Union user"
t_ingame.php,fleet.invite,Invite
t_ingame.php,fleet.kick,Kick
t_ingame.php,fleet.ok,Ok
t_ingame.php,fleet.own_fleet,"Own fleet"
t_ingame.php,fleet.briefing,Briefing
t_ingame.php,fleet.load_resources,"Load resources"
t_ingame.php,fleet.load_all_resources,"Load all resources"
t_ingame.php,fleet.all_resources,"all resources"
t_ingame.php,fleet.flight_duration,"Duration of flight (one way)"
t_ingame.php,fleet.federation_duration,"Flight Duration (fleet union)"
t_ingame.php,fleet.arrival,Arrival
t_ingame.php,fleet.return_trip,Return
t_ingame.php,fleet.speed,Speed:
t_ingame.php,fleet.max_abbr,max.
t_ingame.php,fleet.hour_abbr,h
t_ingame.php,fleet.deuterium_consumption,"Deuterium consumption"
t_ingame.php,fleet.empty_cargobays,"Empty cargobays"
t_ingame.php,fleet.hold_time,"Hold time"
t_ingame.php,fleet.expedition_duration,"Duration of expedition"
t_ingame.php,fleet.cargo_bay,"cargo bay"
t_ingame.php,fleet.cargo_space,"Available space / Max. cargo space"
t_ingame.php,fleet.retreat_on_defender,"Return upon retreat by defenders"
t_ingame.php,fleet.plunder_food,"Plunder food"
t_ingame.php,fleet.fleet_details,"Fleet details"
t_ingame.php,fleet.ships,Ships
t_ingame.php,fleet.shipment,Shipment
t_ingame.php,fleet.recall,Recall
t_ingame.php,fleet.start_time,"Start time"
t_ingame.php,fleet.time_of_arrival,"Time of arrival"
t_ingame.php,fleet.deep_space,"Deep space"
t_ingame.php,fleet.uninhabited_planet,"Uninhabited planet"
t_ingame.php,fleet.no_debris_field,"No debris field"
t_ingame.php,fleet.player_vacation,"Player in vacation mode"
t_ingame.php,fleet.admin_gm,"Admin or GM"
t_ingame.php,fleet.noob_protection,"Noob protection"
t_ingame.php,fleet.player_too_strong,"This planet can not be attacked as the player is too strong!"
t_ingame.php,fleet.no_moon,"No moon available."
t_ingame.php,fleet.no_recycler,"No recycler available."
t_ingame.php,fleet.no_events,"There are currently no events running."
t_ingame.php,fleet.planet_already_reserved,"This planet has already been reserved for a relocation."
t_ingame.php,fleet.max_planet_warning,"Attention! No further planets may be colonised at the moment. Two levels of astrotechnology research are necessary for each new colony. Do you still want to send your fleet?"
t_ingame.php,fleet.empty_systems,"Empty Systems"
t_ingame.php,fleet.inactive_systems,"Inactive Systems"
t_ingame.php,fleet.network_on,On
t_ingame.php,fleet.network_off,Off
t_ingame.php,fleet.err_generic,"An error has occurred"
t_ingame.php,fleet.err_no_moon,"Error, there is no moon"
t_ingame.php,fleet.err_newbie_protection,"Error, player can't be approached because of newbie protection"
t_ingame.php,fleet.err_too_strong,"Player is too strong to be attacked"
t_ingame.php,fleet.err_vacation_mode,"Error, player is in vacation mode"
t_ingame.php,fleet.err_own_vacation,"No fleets can be sent from vacation mode!"
t_ingame.php,fleet.err_not_enough_ships,"Error, not enough ships available, send maximum number:"
t_ingame.php,fleet.err_no_ships,"Error, no ships available"
t_ingame.php,fleet.err_no_slots,"Error, no free fleet slots available"
t_ingame.php,fleet.err_no_deuterium,"Error, you don't have enough deuterium"
t_ingame.php,fleet.err_no_planet,"Error, there is no planet there"
t_ingame.php,fleet.err_no_cargo,"Error, not enough cargo capacity"
t_ingame.php,fleet.err_multi_alarm,Multi-alarm
t_ingame.php,fleet.err_attack_ban,"Attack ban"
t_ingame.php,fleet.enemy_fleet,Hostile
t_ingame.php,fleet.friendly_fleet,Friendly
t_ingame.php,fleet.admiral_slot_bonus,"Admiral bonus: extra fleet slot"
t_ingame.php,fleet.general_slot_bonus,"Bonus fleet slot"
t_ingame.php,fleet.bash_warning,"Warning: the attack limit has been reached! Further attacks may result in a ban."
t_ingame.php,fleet.add_new_template,"Save fleet template"
t_ingame.php,fleet.tactical_retreat_label,"Tactical retreat"
t_ingame.php,fleet.tactical_retreat_full_tooltip,"Enable tactical retreat: your fleet will retreat if the combat ratio is unfavourable. Requires Admiral for the 3:1 ratio."
t_ingame.php,fleet.tactical_retreat_admiral_tooltip,"Tactical retreat at 3:1 ratio (requires Admiral)"
t_ingame.php,fleet.fleet_sent_success,"Your fleet has been successfully sent."
t_ingame.php,galaxy.vacation_error,"You cannot use the galaxy view whilst in vacation mode!"
t_ingame.php,galaxy.system_espionage,"System Espionage"
t_ingame.php,galaxy.discoveries,Discoveries
t_ingame.php,galaxy.probes_short,Esp.Probe
t_ingame.php,galaxy.recycler_short,Recy.
t_ingame.php,galaxy.ipm_short,IPM.
t_ingame.php,galaxy.used_slots,"Used slots"
t_ingame.php,galaxy.player_status,"Player (Status)"
t_ingame.php,galaxy.planets_colonized,"Planets colonized"
t_ingame.php,galaxy.send,send
t_ingame.php,galaxy.status_admin_abbr,A
t_ingame.php,galaxy.status_strong_abbr,s
t_ingame.php,galaxy.legend_strong,"stronger player"
t_ingame.php,galaxy.status_noob_abbr,n
t_ingame.php,galaxy.legend_noob,"weaker player (newbie)"
t_ingame.php,galaxy.status_outlaw_abbr,o
t_ingame.php,galaxy.status_vacation_abbr,v
t_ingame.php,galaxy.status_banned_abbr,b
t_ingame.php,galaxy.legend_banned,banned
t_ingame.php,galaxy.status_inactive_abbr,i
t_ingame.php,galaxy.status_longinactive_abbr,I
t_ingame.php,galaxy.status_honorable_abbr,hp
t_ingame.php,galaxy.legend_honorable,"Honorable target"
t_ingame.php,galaxy.phalanx_restricted,"The system phalanx can only be used by the alliance class Researcher!"
t_ingame.php,galaxy.astro_required,"You have to research Astrophysics first."
t_ingame.php,galaxy.activity,Activity
t_ingame.php,galaxy.no_action,"No actions available."
t_ingame.php,galaxy.time_minute_abbr,m
t_ingame.php,galaxy.moon_diameter_km,"Diameter of moon in km"
t_ingame.php,galaxy.km,km
t_ingame.php,galaxy.pathfinders_needed,"Pathfinders needed"
t_ingame.php,galaxy.recyclers_needed,"Recyclers needed"
t_ingame.php,galaxy.mine_debris,Mine
t_ingame.php,galaxy.phalanx_no_deut,"Not enough deuterium to deploy phalanx."
t_ingame.php,galaxy.use_phalanx,"Use phalanx"
t_ingame.php,galaxy.colonize_error,"It is not possible to colonize a planet without a colony ship."
t_ingame.php,galaxy.ranking,Ranking
t_ingame.php,galaxy.espionage_report,"Espionage report"
t_ingame.php,galaxy.missile_attack,"Missile Attack"
t_ingame.php,galaxy.rank,Rank
t_ingame.php,galaxy.alliance_member,Member
t_ingame.php,galaxy.espionage_not_possible,"Espionage not possible"
t_ingame.php,galaxy.hire_admiral,"Hire admiral"
t_ingame.php,galaxy.dark_matter,"Dark Matter"
t_ingame.php,galaxy.outlaw_explanation,"If you are an outlaw, you no longer have any attack protection and can be attacked by all players."
